"id","category","question","answer","origin","date","url"
706,"","What is your downtime plan (service upgrades, patches, etc.)?  What is your peak load, and do you have enough capacity for such a load?:We want to understand your downtime capabilities and load capacity?","Google does not have scheduled downtime plans for service upgrades, patches, etc as the infrastructure has been architected, designed, and built to allow Google to make upgrades, patches, hardware swaps, etc without impacting users by moving their workloads, applications, load, networking in real-time to other areas of the data center and network.  Users do not experience maintenance windows or scheduled downtime.

More information on Transparent Maintenance and Live Migration can be found here: http://googlecloudplatform.blogspot.ca/2015/03/Google-Compute-Engine-uses-Live-Migration-technology-to-service-infrastructure-without-application-downtime.html

Google's infrastructure was built to withstand internet-level traffic, capacity, and demand.  The infrastructure handles billions of requests per day, and our capacity planning team plans for significant % of capacity above projected and existing demand.  This is done to handle services such as YouTube, Gmail, Google Maps, Google Cloud, Google Search, and more.","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
707,"","How are identities managed?:We want to understand if the identities are unique or shared.  In addition, we want to understand how the identities are managed.  Is it possible to federate so that Cummins is in control of identities and access to our services?","Cummins will fully control the identities of Cloud Platform users and their access. Google Cloud Platform supports SAML 2.0-based SSO, which provides seamless SSO against Cloud Platform Console, SSH, and OAuth authorization prompts. Even GCP's command-line-interface tools such as gcloud, gsutil, and bq support web browser session-based authentication, so they share the same SAML 2.0-based SSO as the rest of GCP.","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
708,"","What policies are in place to thwart insider breaches?:We want to know if you have internal policies that govern this area.  In addition, we want to understand if there are automated policies to enforce protection as well.","Google's security policies address insider breaches as part of the overall threat model. From our security whitepaper:

Only a small group of Google employees have access to customer data. For Google employees, access rights and levels are based on their job function and role, using the concepts of least-privilege and need-to-know to match access privileges to defined responsibilities. Google employees are only granted a limited set of default permissions to access company resources, such as employee email and Google’s internal employee portal. Requests for additional access follow a formal process that involves a request and an approval from a data or system owner, manager, or other executives, as dictated by Google’s security policies. Approvals are managed by workflow tools that maintain audit records of all changes. These tools control both the modification of authorization settings and the approval process to ensure consistent application of the approval policies. An employee’s authorization settings are used to control access to all resources, including data and systems for Cloud Platform products. Support services are only provided to authorized customer administrators whose identities have been verified in several ways. Googler access is monitored and audited by our dedicated security, privacy, and internal audit teams.","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
709,"","What controls would prevent Supplier insiders from downloading our data onto a USB stick and walking out the door? Where are they located (country)?:We want to understand how the access is monitored, are limiters set on downloads and uploads, are the USB ports and DVD/CD writer disabled.","Please see our security whitepaper. Aspects of our security infrastructure that protect you from insiders walking out the door with a USB stick include employee training and background checks, physical security such as high-resolution interior and exterior cameras, custom hardware stack (no extraneous ports / access points), software infrastructure enforcing least priveledged access based on carefully managed ACLs, data encrypted at rest, and more.","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
710,"","How do you detect if an application is being attacked (hacker, malware, trojan, and etc.), and how is that reported to Cummins?:We would like to understand how you detect attacks against your environment.  In addition, we would like to know if/when Cummins would be notified.  Can you show evidence of your vulnerability management program?  What is your vulnerability remediation process?","From our security whitepaper on monitoring:

Google’s security monitoring program is focused on information gathered from internal network traffic, employee actions on systems and outside knowledge of vulnerabilities. At many points across our global network, internal traffic is inspected for suspicious behavior, such as the presence of traffic that might indicate botnet connections. This analysis is performed using a combination of open-source and commercial tools for traffic capture and parsing. A proprietary correlation system built on top of Google technology also supports this analysis. Network analysis is supplemented by examining system logs to identify unusual behavior, such as attempted access of customer data. Google security engineers place standing search alerts on public data repositories to look for security incidents that might affect the company’s infrastructure. They actively review inbound security reports and monitor public mailing lists, blog posts, and wikis. Automated network analysis helps determine when an unknown threat may exist and escalates to Google security staff, and network analysis is supplemented by automated analysis of system logs.

From our security whitepaper on incident management:

We have a rigorous incident management process for security events that may affect the confidentiality, integrity, or availability of systems or data. If an incident occurs, the security team logs and prioritizes it according to its severity. Events that directly impact customers are assigned the highest priority. This process specifies courses of action, procedures for notification, escalation, mitigation, and documentation. Google’s security incident management program is structured around the NIST guidance on handling incidents (NIST SP 800–61). Key staff are trained in forensics and handling evidence in preparation for an event, including the use of third-party and proprietary tools. Testing of incident response plans is performed for key areas, such as systems that store sensitive customer information. These tests take into consideration a variety of scenarios, including insider threats and software vulnerabilities. To help ensure the swift resolution of security incidents, the Google security team is available 24/7 to all employees. If an incident involves customer data, Google or its partners will inform the customer and support investigative efforts via our support team.","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
711,"","Who performs penetration testing and how often?  When was the last time it was performed? Are there different types or levels of Penetration testing performed being performed?  Will Cummins be alerted prior to performing these tests?:We want to understand if penetration testing is performed.  In addition, there are multiple levels of penetration that can be performed and we would like to know to what level you go.  When penetration testing is performed, we want to understand if companies like Cummins are notified of the action.  How often do you scan for vulnerabilities on your network and applications?
","Google employs a full-time team that is dedicated to helping ensure that vulnerabilities are managed in a timely manner. The Google Security Team actively scans for security threats using commercial tools, intensive automated and manual penetration efforts, quality assurance (QA) processes, software security reviews, and external audits. The vulnerability management team is responsible for tracking and following up on vulnerabilities. Vulerability scanning is ongoing and continual.","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
712,"","What information is captured in audit/event logs?:We want to know what information is stored in audit/event logs, who reviews the logs, how long are they kept, how many days of data are kept in a log, what type of reports are generated based on the logs, upon what circumstances it the information acted upon .  Can we agree on provisions in the SLA for investigation? What would we have access to?  How?
How long  do you keep logs and audit trails? Can you keep them as long as we desire?
Can we have dedicated storage of logs and audit trails, and if so, how?
Show evidence to tamper-proofing for logs and audit trails.","Cloud Audit Logging is described here: https://cloud.google.com/logging/docs/audit/ logging parameters and policies around retention are controlled by the customer. ","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
713,"","How will the legal question of e-discovery be addressed should it arise as a business need?:We want to understand in the event of an e-Discovery request, what process exists to support the request.  Can you accommodate timely forensic investigation (e.g. eDiscovery?)"," e-Discovery is the responsibility of the customer and any such third party request would be passed to the customers. Google will provide support as requested to assist customer with information requests","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
714,"","How would we get data back and would it be in a format that we can import into a replacement application. (e.g. In-house, another service provider):We want to understand what will happen in the event you go out of business?","The format and mechanism varies from product to product but there would be no circumstances under which you would be unable to retrieve your own data from the Google Cloud Platform.","Cummins - Security","2016-03-01","https://docs.google.com/spreadsheets/d/1w8KdHd8EXPzgBIM3zZ87aDNs7voNEMfmA4EYnBVcdFk/edit#gid=157555366"
715,"","Do you maintain log integrity including accurate time sync and protection from log tampering? (AU-8)","Yes, All Google Cloud resources will by default use a common network-based time sync mechanism. Customers can choose to take advantage of Google's centralized Stackdriver Logging service to collect and aggregate logs. Audit logs are immutable. 
 ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
716,"","Do you maintain a centralized log storage infrastructure with defined log rotation interval? (AU-4)","Yes, The Google Cloud Platform employs several logging mechanisms. 

Internal logging: all access of any resource  
User logs: events happening in an application or compute instance (e.g. syslog) 
Audit logs: immutable log of changes to configuration and/or data 

Customers can aggregate and access User logs and Audit logs via the Stackdriver Logging Service, which in turn can send logs data to Google's Analytics as a service engine (BigQuery) ot to 3rd party tools like Splunk. 

See: 
https://cloud.google.com/logging/docs/
https://cloud.google.com/logging/docs/audit/
https://cloudplatform.googleblog.com/2016/03/Google-Cloud-partners-with-Splunk-BMC-making-hybrid-cloud-ops-easier.html
 ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
717,"","Provide your log retention period for the following log events: user log, application log, security log, system log. (AU-11)","All logs collected via the Google Stackdriver Logging service are retained for 30 days. A customer can easily export these logs to another location (e.g. Google Biq Query, Google Cloud Storage) for longer retention.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
718,"","Do you ensure logs are reviewed and response procedures are defined? (AU-6).","Yes, Internal logs are reviewed, and have response procedures defined. Google does not review Customer logs (user, audit or otherwise) without Customer permission.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
719,"","Do you maintain security event logs for a minimum of 180 days?","Yes, All logs collected via Google Stackdriver Logging are retained for 30 days. A customer can easily export these logs to another location (e.g. Google Biq Query, Google Cloud Storage) for longer retention.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
720,"","Will you allow Audit/Compliance/Risk reviews on demand?","No, Google does not normally allows access to internal logs

Customers do have access to all logs exposed via the Stackdriver Logging Service","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
721,"","Is the access to the logs secured and controlled?  ","Yes, Internal logs are secured and controlled. 

Customers can control access to logs available via the Stackdriver Logging Service

See: 
https://cloud.google.com/logging/docs/access-control","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
722,"","Do you support Security event logging and integration with a Security Operation Center?","Yes, Google's Stackdriver Logging Service enables the export of log data to 3rd parties and has partnered with Splunk and Tenable to provide SIEM capabilities.

https://cloudplatform.googleblog.com/2016/03/Google-Cloud-partners-with-Splunk-BMC-making-hybrid-cloud-ops-easier.html","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
723,"","Do you support REST API with TLS Tunnel for log analysis","Yes, All APIs are encrypted using SSL/TLS.

Log Analysis API Documentation here:
https://cloud.google.com/logging/docs/api/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
724,"","Two way SOC ","Google needs clarification on this question.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
725,"","Do you log all access events?","Yes, Google internally logs all access events to a customer environment, and makes many access events available via the Audit service.  

https://cloud.google.com/logging/docs/audit/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
726,"","Do all accesses to the logs result in generating a security event?","Yes, All logs access are logged internally. 

Failed attempts are logged to the Stackdriver Logging Service, and changes to IAM policy allowing new users access to logs are captured. Successful logs access are not currently sent to the Stackdriver Logging Service. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
727,"","Are all VM lifecycle management events logged?","Yes, All VM lifecycle events generate an entry in the audit logs:

https://cloud.google.com/logging/docs/audit/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
728,"","Do you support security analytics based on the logs?","Yes, All logs can be exported to our Analytics as a Service product (Google Big Query), enabling customers to define their own security analytics protols. Google has also partnered with Splunk and Tenable to provide SIEM capabilities:

https://cloudplatform.googleblog.com/2016/03/Google-Cloud-partners-with-Splunk-BMC-making-hybrid-cloud-ops-easier.html","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
729,"","Do all events and logs carry unique identification for traceability identifying VM, user, session and if possible the request id?","Yes, See the following for what's contained in a typical log entry: 
https://cloud.google.com/logging/docs/api/ref_v2beta1/rest/v2beta1/LogEntry","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
730,"","Do you treat all provisioning processes and data, integration and documentation as confidential?  Would you allow audit of all of the above?","Yes, Google treats all customer data as confidential, including the provisioning mechanisms and documentation for a customer environment. 

Google can provide access to SOC 2/3 audit reports as needed to show the various processes / controls in place governing our environment.  ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
731,"","Do you check and provide audit  of verification of proper and correct  VM installation?","NA, For customer managed VMs, customers are responsible for the configuration management.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
732,"","Do you check and provide audit of Integration validation of software components with Fidelity agreed upon services?","NA, Google needs to understand a bit more about what this question means in order to respond. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
733,"","Do you provide real time/on demand Access Reporting on a cloud site or instances within a site?","Yes, Assuming instances are configured to send access attempts via the Stackdriver Logging Service

https://cloud.google.com/logging/docs/api/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
734,"","Do you provide user creation and termination reporting?","Yes, This depends on what Fidelity chooses as the system to manage identity. 

Many enterprise customers use their own systems for identity management, so would generally do user creations / terminations in their own systems. Fidelity could also choose to use Google as the system for Identity management (e.g. if Fidelity chose to become a Google Apps customer). In this case user creation / termination reports are available. 

Google does provide reports on any changes to users associated with a Google Cloud project (e.g. user adds or deletes), and on changes to any IAM policies. 

","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
735,"","Do you provide reports on other systems/instances accessing the instances? ","Yes, Assuming instances are configured to send access attempts via the Stackdriver Logging Service

https://cloud.google.com/logging/docs/api/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
736,"","Do you provide reports on instances accessing other instances? ","Yes, Assuming instances are configured to send access attempts via the Stackdriver Logging Service

https://cloud.google.com/logging/docs/api/","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
737,"","Do you provide a scorecard on the overall health assessment of provisioning environment including attacks, stranded/bad instances?","No, This is something Google is actively looking at, and would like to hear more about your requirements in this space. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
738,"","Do you have the ability to provide security controls based on Information classification?","No, This is something Google is actively looking at, and would like to hear more about your requirements in this space. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
739,"","Do you provide continuous security monitoring and near real-time event escalation for the following events (Access events, configuration changes, policy violations, vulnerability and availability) (CA-7, NIST800-137)? ","Yes, Google has a rigorous incident management process for security events that may affect the confidentiality, integrity, or availability of systems or data. If an incident occurs, the security team logs and prioritizes it according to its severity. Events that directly impact customers are assigned the highest priority. This process specifies courses of action, procedures for notification, escalation, mitigation, and documentation. Google’s security incident management program is structured around the NIST guidance on handling incidents (NIST SP 800–61). Key staff are trained in forensics and handling evidence in preparation for an event, including the use of third-party and proprietary tools. Testing of incident response plans is performed for key areas, such as systems that store sensitive customer information. These tests take into consideration a variety of scenarios, including insider threats and software vulnerabilities. To help ensure the swift resolution of security incidents, the Google security team is available 24/7 to all employees. If an incident involves customer data, Google or its partners will inform the customer and support investigative efforts via our support team.   

https://cloud.google.com/security/whitepaper#incident_management","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
740,"","Do you provide documented evidence on ""Right to Audit"" and breach notification policies ?","Yes, Google performs SOC-2  and SOC-3 audits on a regular basis.  These results are available under NDA.  Customer audits are subject to contract terms and further documented in Section 6.5.2 of Google Data Processing and Terms:

https://cloud.google.com/terms/data-processing-terms#6-data-security-security-compliance-audits","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
741,"","Will you share security analytics with Fidelity?","Yes, Google notifies customers of security incidents that impact their data and will work with the customer in good faith to address any known breach of Google’s security obligations.

All access and control plane activitiy is logged and made available via the Google Stackdriver Logging Service:
https://cloud.google.com/logging/docs/

Google Customers can also use SEIM tools like Splunk: 
https://cloudplatform.googleblog.com/2016/03/Google-Cloud-partners-with-Splunk-BMC-making-hybrid-cloud-ops-easier.html","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
742,"","Do you have processes in place to collaborate with Fidelity in case of a security related incident response or investigation?","Yes, The terms of service covers roles and responsibilities during a security incident
","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
743,"","Do you have capability to isolate a given VM at the network and access level?","Yes, Google Compute Engine allows for the creation of separated networks, and allows customers to add VMs to these networks","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
744,"","Do you have forensic and pattern analysis capability to support security related incident response or investigation?","Yes, Google maintains automated log collection and analysis tools that support the investigation of incidents not caused by the tenant.
","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
745,"","Do you provide pre-automated actions for pre-defined security events? ","Yes, Google proactively searches for security incidents on an ongoing basis, by actively reviewing inbound security reports, monitoring public mailing lists and blog posts, and tracking automated perimeter systems. When an information security incident occurs, Google’s security staff responds promptly in a manner commensurate with the threat level. Notification of the incident may be generated automatically by Google’s monitoring systems or manually by a Google employee.
","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
746,"","Do you provide VM instance termination in case of any validation failures?","Yes, In Google managed services (e.g. Google Container Engine), the system will automatically kill and recreate any node that fails validation checks. Google makes tooling available to inspect the state of VMs in customer managed systems, so that customers can take the appropriate actions. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
747,"","Do you support blocking/suspend use of a specific cloud site in case of multiple instance validation failures?","Yes, Customers can easily block / suspend access to any portion of their environment, and can do so automatically via tooling.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
748,"","Do have the ability to filter and alert on specific security events?","Yes, Via a tool like Splunk","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
749,"","Do you allow integration with your threat detection service?","No, Google performs continuous post-production tests based on real-time threats.  However, there is no customer integration on this today.  If desired, a Google customer can perform their own scans.

Google does not allow integration with our threat detection service. If desired, the customer can perform their own scans.
","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
750,"","Do you allow integration with external security analytics providers ? (other financial services and cloud providers.)","No, Google monitors a variety of communication channels for security incidents, and Google’s security personnel will react promptly to known incidents. 
","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
751,"","Do you have the ability to provide adaptable security control thresholds dependent on environmental condition? (For example:  Industry alert on escalated threats)","Yes, Google's threat detection systems are constantly updated based on attack signatures encoutered. 

Google monitors a variety of communication channels for security incidents, and Google’s security personnel will react promptly to known incidents. 
","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
752,"","Do your provide malicious software protection?","Yes, Google uses automated configuration management tools, software release tools and mobile device management software to restrict and monitor the installation of unauthorized software on Google-managed systems. Customers generally install their own management tools (including malware detection / remediation) on instances they manage.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
753,"","Is there a documented and established process of managing the life cycle of the key materials, including, but not limiting to key creation, key material safe keeping, access control, access logging, access monitoring, key rotation, backup, key destruction?","Yes, Google maintains documentation on its key management process and provides controls to manage encryption keys through their lifecycle and protect against unauthorized use. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
754,"","Does your key generation use a secure (pseudo) random number generator?","Yes, Google uses an random number generator based on NIST 800-90A","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
755,"","Can the keys generated by CSP securely exported? so that Fidelity has a copy of it","No, The default keys used for encryption at rest in Google Cloud are not exportable. If you would prefer to control encryption, Customer-Supplied Encryption Keys (CSEK), in Beta, lets customers use their own keys; and Cloud KMS, in early access, does not currently let customers export keys but may in the future.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
756,"","Can keys be maintained by either Fidelity or a trusted key management provider? a.k.a. Bring your own key (BYOK) (CCM-EKM-04)","Yes, Google supports Customer Supplied Encryption Keys (CSEK) as documented here:
https://cloud.google.com/compute/docs/disks/customer-supplied-encryption

We are also developing a Cloud Key Management Service (Cloud KMS), currently in early access, to allow customers to generate, use, rotate and destroy encryption keys hosted at Google.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
757,"","Does your key generation process clearly record the creator of the key, owner of the key, intended consumer of the key, time of creation, so that a key ceremony can be build on top of that?","Yes, Google maintains documentation on its key management process and provides controls to manage encryption keys through their lifecycle and protect against unauthorized use. We can provide a discussion on how this works if interested.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
758,"","What is your documented and established key distribution method (if the keys are created in a different location than where they were needed)?","Google maintains documentation on its key management process and provides controls to manage encryption keys through their lifecycle and protect against unauthorized use. We can provide a discussion on how this works if interested.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
759,"","What are your documented key size requirements?","Cloud Platform services automatically encrypt data before it is written to disk. For example, the data for each Cloud Storage object is encrypted under the 256-bit Advanced Encryption Standard, and each encryption key is itself encrypted with a regularly rotated set of master keys. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
760,"","What are your supported encryption algorithms?","Google uses AES with 256 or 128 bits, primarily in GCM mode. Where HMAC is needed for authentication, HMAC-SHA1 or HMAC-SHA256 are primarily used.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
761,"","Are the key materials uniquely attributable to an individual owner?","Yes, We can provide a discussion on how this works if interested. Most services (including Google Compute Engine and Google Cloud Storage) ensure that two customers' data is never encrypted with the same data encryption key.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
762,"","Is there a key management role defined, so that only the people with such a role can grant an app/client the access rights to the key materials?","Yes, Key management is performed centrally by a keystore, and key usage is done by whichever Cloud service is encrypting/ decrypting data. These duties are separated.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
763,"","What is your access control mechanism to ensure that key materials and/or crypto services (e.g. encryption/decryption) can be accessed by only the authorized parties?","All key use is authorized with an access control list (ACL), to individual keys. Only authorized individuals and/or systems can access the keys.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
764,"","Do the attempts to access to key materials logged?","Yes, All crypto events are subject to rigorous access control to ensure only authorized individuals and/or systems can access the keys. All crypto events are logged and auditable. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
765,"","Do the attempts to access to key materials monitored?","Yes, All crypto events are subject to rigorous access control to ensure only authorized individuals and/or systems can access the keys. All crypto events are logged and auditable. ","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
766,"","How are the key materials protected at rest? ","Google maintains a centralized keystore to manage encryption keys. We can provide a discussion on how this works if interested.
For Customer-supplied encryption keys (CSEK), keys are only kept in memory and never written to disk.
For Cloud KMS, keys are protected the same way Google's internal keys are protected.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
767,"","How are the key materials protected in transit?","Data encryption (either Customer- or Google-supplied) keys are encrypted in transit using standard SSL/TLS protocols.","Fidelity","2016-07-01","https://docs.google.com/spreadsheets/d/1U0zrmb1ArOfDR1CgxwvtmqmS5udqFpnuKTI0Npmt630/edit#gid=1695908326"
